-1.286299999999999943e-02,-7.444499999999999729e-02,8.162939999999999641e-01,7.123859999999999637e-01,-5.165100000000000247e-02,1.280799999999999994e-02,-6.997670000000000279e-01,5.306000000000000300e-02,1.322480000000000044e-01,6.728000000000000647e-02,1.278160000000000129e-01,-3.710999999999999889e-03,-3.878000000000000197e-02,8.969799999999999995e-02,-3.007900000000000157e-02,-1.893459999999999865e-01,1.476659999999999917e-01,1.601599999999999899e-02,5.176700000000000051e-02,2.978599999999999998e-02,9.333900000000000530e-02,1.196000000000000014e-02,7.916600000000000026e-02,5.092940000000000245e-01,-2.612860000000000182e-01,1.186045000000000016e+00,-3.032360000000000055e-01,9.670499999999999929e-02,1.585679999999999867e-01,7.090699999999999781e-02,-7.448489999999999833e-01,4.196500000000000230e-01,1.154312000000000005e+00,2.131540000000000101e-01,1.455510000000000137e-01,-5.079499999999999987e-02
-1.303499999999999971e-02,-7.420100000000000307e-02,8.163529999999999953e-01,7.122969999999999580e-01,-5.111899999999999777e-02,1.397200000000000004e-02,-6.998750000000000249e-01,5.111899999999999777e-02,1.333409999999999873e-01,6.713199999999999723e-02,1.252870000000000095e-01,-1.958999999999999804e-03,-3.908600000000000269e-02,8.871300000000000019e-02,-2.864399999999999932e-02,-1.891450000000000076e-01,1.430909999999999960e-01,1.854799999999999852e-02,5.143500000000000155e-02,2.677200000000000066e-02,9.497600000000000486e-02,8.082000000000000642e-03,8.210399999999999643e-02,5.086669999999999803e-01,-2.570749999999999980e-01,1.188169999999999948e+00,-3.040439999999999809e-01,9.228500000000000592e-02,1.580860000000000043e-01,6.788900000000000490e-02,-7.477629999999999555e-01,4.239809999999999968e-01,1.158474000000000004e+00,2.151889999999999914e-01,1.412740000000000107e-01,-5.063299999999999745e-02
-1.305300000000000037e-02,-7.417799999999999394e-02,8.164080000000000226e-01,7.123199999999999532e-01,-5.084999999999999937e-02,1.400299999999999982e-02,-6.998710000000000209e-01,5.062300000000000133e-02,1.333300000000000041e-01,6.720800000000000385e-02,1.252669999999999895e-01,-1.623000000000000094e-03,-3.882300000000000334e-02,8.819599999999999662e-02,-2.808099999999999832e-02,-1.900320000000000065e-01,1.424590000000000023e-01,1.943299999999999889e-02,5.134600000000000275e-02,2.623599999999999891e-02,9.525999999999999746e-02,7.439000000000000300e-03,8.305400000000000282e-02,5.060160000000000213e-01,-2.572710000000000274e-01,1.189184000000000019e+00,-3.042199999999999904e-01,9.152799999999999825e-02,1.575729999999999908e-01,6.612700000000000522e-02,-7.470550000000000246e-01,4.251570000000000071e-01,1.162457000000000074e+00,2.173700000000000077e-01,1.405299999999999883e-01,-5.089500000000000274e-02
-1.315599999999999929e-02,-7.399999999999999634e-02,8.163949999999999818e-01,7.123270000000000435e-01,-5.086299999999999849e-02,1.397200000000000004e-02,-6.998630000000000129e-01,5.047999999999999710e-02,1.333360000000000101e-01,6.687800000000000689e-02,1.252780000000000005e-01,-1.654000000000000088e-03,-3.883999999999999952e-02,8.811499999999999888e-02,-2.810400000000000051e-02,-1.905999999999999917e-01,1.423939999999999928e-01,1.932999999999999996e-02,5.142599999999999949e-02,2.626099999999999962e-02,9.536699999999999344e-02,7.040000000000000251e-03,8.325799999999999867e-02,5.035549999999999748e-01,-2.581490000000000173e-01,1.189936000000000105e+00,-3.045880000000000254e-01,9.135300000000000364e-02,1.573589999999999989e-01,6.507799999999999696e-02,-7.462680000000000424e-01,4.251809999999999756e-01,1.165834000000000037e+00,2.194089999999999929e-01,1.402100000000000013e-01,-5.132300000000000056e-02
-1.317199999999999968e-02,-7.390800000000000147e-02,8.163789999999999658e-01,7.123329999999999940e-01,-5.090100000000000180e-02,1.390699999999999922e-02,-6.998550000000000049e-01,5.043999999999999873e-02,1.333229999999999971e-01,6.655300000000000105e-02,1.252759999999999985e-01,-1.688999999999999963e-03,-3.885399999999999965e-02,8.808699999999999863e-02,-2.814799999999999941e-02,-1.911599999999999966e-01,1.424189999999999900e-01,1.916700000000000001e-02,5.151300000000000323e-02,2.649800000000000072e-02,9.545099999999999418e-02,6.740000000000000331e-03,8.327199999999999880e-02,5.011269999999999891e-01,-2.592690000000000272e-01,1.190666999999999920e+00,-3.050059999999999993e-01,9.128200000000000203e-02,1.571859999999999924e-01,6.432400000000000617e-02,-7.454779999999999740e-01,4.248500000000000054e-01,1.169008999999999965e+00,2.213859999999999995e-01,1.399700000000000111e-01,-5.178699999999999970e-02
-1.306900000000000076e-02,-7.380399999999999461e-02,8.164150000000000018e-01,7.124239999999999462e-01,-5.097700000000000148e-02,1.387500000000000018e-02,-6.997579999999999911e-01,5.039699999999999736e-02,1.332160000000000011e-01,6.673300000000000065e-02,1.253460000000000130e-01,-1.214999999999999934e-03,-3.896100000000000257e-02,8.820899999999999574e-02,-2.825599999999999987e-02,-1.909700000000000009e-01,1.424690000000000123e-01,1.967199999999999852e-02,5.143799999999999761e-02,2.673299999999999982e-02,9.508300000000000085e-02,6.695000000000000430e-03,8.328199999999999492e-02,5.012520000000000309e-01,-2.590700000000000225e-01,1.191163999999999890e+00,-3.049060000000000104e-01,9.117999999999999716e-02,1.573299999999999976e-01,6.447999999999999565e-02,-7.448580000000000201e-01,4.236730000000000218e-01,1.172901999999999889e+00,2.228360000000000063e-01,1.398429999999999951e-01,-5.205800000000000011e-02
-1.288599999999999988e-02,-7.378500000000000336e-02,8.164120000000000266e-01,7.125190000000000135e-01,-5.106999999999999734e-02,1.386100000000000006e-02,-6.996550000000000269e-01,5.041000000000000342e-02,1.331269999999999953e-01,6.657899999999999929e-02,1.253430000000000100e-01,-1.250999999999999942e-03,-3.896700000000000164e-02,8.837299999999999323e-02,-2.834000000000000061e-02,-1.911789999999999878e-01,1.424769999999999925e-01,1.981799999999999881e-02,5.147299999999999792e-02,2.704000000000000153e-02,9.467000000000000415e-02,6.607000000000000026e-03,8.321900000000000130e-02,5.014089999999999936e-01,-2.588969999999999883e-01,1.191759999999999931e+00,-3.048009999999999886e-01,9.106300000000000505e-02,1.573630000000000029e-01,6.457400000000000639e-02,-7.440970000000000084e-01,4.225849999999999884e-01,1.176782999999999912e+00,2.241889999999999994e-01,1.396830000000000016e-01,-5.227600000000000302e-02
-1.279300000000000055e-02,-7.367700000000000637e-02,8.164090000000000513e-01,7.126169999999999449e-01,-5.116799999999999821e-02,1.384299999999999940e-02,-6.995479999999999476e-01,5.042100000000000054e-02,1.330389999999999906e-01,6.641099999999999781e-02,1.253569999999999962e-01,-1.297999999999999892e-03,-3.897400000000000170e-02,8.854199999999999571e-02,-2.842099999999999835e-02,-1.913970000000000116e-01,1.425019999999999898e-01,1.995200000000000098e-02,5.150699999999999723e-02,2.733599999999999919e-02,9.424799999999999844e-02,6.525999999999999683e-03,8.314499999999999669e-02,5.015760000000000218e-01,-2.587240000000000095e-01,1.192376000000000102e+00,-3.046909999999999896e-01,9.093500000000000194e-02,1.573819999999999941e-01,6.465899999999999426e-02,-7.433279999999999887e-01,4.214990000000000125e-01,1.180677999999999894e+00,2.255359999999999865e-01,1.395180000000000031e-01,-5.248699999999999893e-02
-1.273499999999999979e-02,-7.363000000000000100e-02,8.164150000000000018e-01,7.127050000000000329e-01,-5.124200000000000282e-02,1.374900000000000080e-02,-6.994550000000000489e-01,5.052999999999999853e-02,1.329170000000000074e-01,6.629300000000000470e-02,1.253529999999999922e-01,-1.229999999999999974e-03,-3.902400000000000313e-02,8.870200000000000307e-02,-2.852299999999999974e-02,-1.914720000000000033e-01,1.425420000000000020e-01,2.006300000000000097e-02,5.116300000000000014e-02,2.717299999999999924e-02,9.447099999999999942e-02,6.349999999999999742e-03,8.385499999999999898e-02,5.012480000000000269e-01,-2.577280000000000126e-01,1.191680000000000073e+00,-3.049919999999999853e-01,9.072500000000000009e-02,1.576249999999999873e-01,6.476700000000000512e-02,-7.435349999999999460e-01,4.195889999999999898e-01,1.180917999999999912e+00,2.263880000000000059e-01,1.388719999999999954e-01,-5.319800000000000223e-02
-1.275100000000000018e-02,-7.350800000000000389e-02,8.164200000000000346e-01,7.127700000000000147e-01,-5.131100000000000244e-02,1.366599999999999933e-02,-6.993850000000000344e-01,5.064400000000000152e-02,1.327780000000000071e-01,6.617099999999999371e-02,1.253450000000000120e-01,-1.180999999999999975e-03,-3.905499999999999944e-02,8.887699999999999767e-02,-2.863800000000000026e-02,-1.915479999999999960e-01,1.425579999999999903e-01,2.017199999999999896e-02,5.084600000000000231e-02,2.701100000000000029e-02,9.475100000000000189e-02,6.185999999999999659e-03,8.464199999999999502e-02,5.010050000000000336e-01,-2.566019999999999968e-01,1.190727000000000091e+00,-3.052759999999999918e-01,9.059300000000000685e-02,1.579599999999999893e-01,6.514399999999999358e-02,-7.438820000000000432e-01,4.175440000000000262e-01,1.180668999999999969e+00,2.271829999999999961e-01,1.384640000000000037e-01,-5.401100000000000345e-02
